province,year,batch,category,university_code,university_name,major_group,major_group,major_code,major_name,major_note,subject_req,plan_count,duration,tuition
上海,2025,本科普通批,综合,248,北京工业大学,24801,01,1,数学类,含数学与应用数学、信息与计算科学专业,物理和化学,3,4.0,5000.0
上海,2025,本科普通批,综合,248,北京工业大学,24801,01,2,机械类,含机械工程、智能制造工程专业,物理和化学,3,4.0,5000.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22101,01,7,工程力学(拔尖学生培养计划),含信息与计算科学-工程力学双学士学位项目。仅录取有该专业志愿考生,物理和化学,1,4.0,5500.0
上海,2025,本科普通批,综合,221,北京航空航天大学,221Q3,Q3,10,工科试验班类(航空航天类),"含智能飞行器技术、空天智能电推进技术、智能制造工程、纳米材料与技术、低空技术与工程等专业,具体包含专业详见学校招生信息报考指南专栏",物理和化学,2,4.0,5500.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22101,01,8,人工智能(卓越人才培养试验班),,物理和化学,1,4.0,5500.0
上海,2025,本科普通批,综合,221,北京航空航天大学,221Q4,Q4,12,工科试验班类(中外合作办学),"中法未来科技试验班。含计算机科学与技术、航空航天工程、微电子科学与工程、材料科学与工程、生物医学工程专业。与法国国立应用科学学院联合培养,本科阶段不可转入北京市各校区设立的学院学习",物理和化学,5,4.0,50000.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22101,01,6,数学与应用数学(拔尖学生培养计划),含数学与应用数学-计算机科学与技术双学士学位项目。仅录取有该专业志愿考生,物理和化学,1,4.0,5500.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22101,01,1,工科试验班类(未来空天领军计划),含智能飞行器技术、智能感知工程、智能制造工程、空天智能电推进技术、飞行器设计与工程、飞行器动力工程、材料科学与工程、交通运输、智慧交通、人工智能、网络空间安全、空间科学与技术专业。仅录取有该专业志愿考生,物理和化学,1,4.0,5500.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22102,02,9,社会科学试验班,"含人工智能-行政管理双学士学位项目、法学-人工智能双学士学位项目,具体包含专业详见学校招生信息报考指南专栏",历史,3,4.0,5000.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22101,01,5,理科试验班类,"含数学与应用数学、信息与计算科学等专业,具体包含专业详见学校招生信息报考指南专栏",物理和化学,1,4.0,5500.0
上海,2025,本科普通批,综合,221,北京航空航天大学,22101,01,2,工科试验班类(量子科技先锋计划),含计算机科学与技术、软件工程、测控技术与仪器、物理学、微电子科学与工程专业,物理和化学,1,4.0,5500.0
